Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,704.000000,723.700012,702.200012,716.799988,716.799988,20244016
2021-05-20,708.599976,714.400024,704.549988,705.900024,705.900024,18840413
2021-05-21,707.000000,733.400024,707.000000,730.900024,730.900024,15883692
2021-05-24,730.400024,747.500000,726.750000,741.150024,741.150024,15716900
2021-05-25,744.400024,745.000000,725.849976,731.549988,731.549988,11344261
2021-05-26,738.000000,741.400024,729.500000,735.099976,735.099976,9081086
2021-05-27,737.200012,753.849976,731.000000,750.349976,750.349976,23040846
2021-05-28,752.599976,759.700012,738.500000,739.849976,739.849976,17149692
2021-05-31,737.900024,753.000000,734.000000,750.700012,750.700012,9275086
2021-06-01,753.549988,754.000000,741.150024,745.150024,745.150024,6660243
2021-06-02,744.799988,745.299988,734.200012,737.000000,737.000000,9973043
2021-06-03,743.000000,752.250000,739.000000,750.650024,750.650024,8170508
2021-06-04,751.000000,759.900024,740.099976,742.049988,742.049988,10336011
2021-06-07,743.099976,753.950012,741.500000,751.099976,751.099976,6986728
2021-06-08,751.000000,751.099976,739.500000,746.349976,746.349976,6426815
2021-06-09,746.000000,751.250000,730.150024,736.750000,736.750000,8004726
2021-06-10,739.450012,745.349976,732.900024,744.250000,744.250000,7795125
2021-06-11,746.250000,746.250000,737.000000,738.450012,738.450012,4840759
2021-06-14,735.900024,741.400024,725.000000,736.250000,736.250000,5190670
2021-06-15,736.000000,752.000000,732.000000,750.900024,750.900024,9686490
2021-06-16,748.799988,756.849976,746.250000,749.799988,749.799988,8614096
2021-06-17,741.950012,745.400024,736.000000,738.599976,738.599976,6674329
2021-06-18,742.150024,743.200012,722.250000,736.299988,736.299988,8143792
2021-06-21,725.000000,740.900024,720.500000,739.549988,739.549988,6464497
2021-06-22,743.200012,749.000000,737.049988,739.349976,739.349976,6727233
2021-06-23,743.200012,743.750000,730.799988,732.349976,732.349976,6154147
2021-06-24,735.900024,742.950012,731.099976,739.150024,739.150024,5313822
2021-06-25,737.549988,765.950012,737.549988,761.349976,761.349976,11170037
2021-06-28,764.549988,769.599976,757.750000,762.400024,762.400024,7672743
2021-06-29,761.000000,763.549988,750.049988,751.950012,751.950012,7500655
2021-06-30,752.500000,760.500000,746.549988,748.299988,748.299988,5459970
2021-07-01,750.000000,754.400024,744.500000,746.450012,746.450012,5695690
2021-07-02,747.599976,752.849976,744.000000,750.650024,750.650024,3557647
2021-07-05,757.099976,762.000000,753.400024,760.349976,760.349976,4680089
2021-07-06,757.000000,767.000000,755.200012,758.349976,758.349976,5529485
2021-07-07,755.900024,764.000000,752.250000,762.900024,762.900024,3573368
2021-07-08,760.000000,767.150024,751.700012,754.400024,754.400024,4188267
2021-07-09,752.000000,752.900024,740.250000,747.349976,747.349976,5782119
2021-07-12,752.500000,757.799988,748.299988,753.599976,753.599976,4475466
2021-07-13,759.000000,773.000000,755.000000,770.750000,770.750000,9810976
2021-07-14,770.950012,773.450012,764.000000,770.049988,770.049988,5621924
2021-07-15,770.500000,778.250000,766.500000,774.150024,774.150024,4239868
2021-07-16,776.000000,776.000000,766.549988,771.150024,771.150024,2913553
2021-07-19,752.299988,766.650024,749.599976,755.200012,755.200012,5554486
2021-07-20,755.000000,755.200012,744.200012,745.750000,745.750000,5815740
2021-07-22,750.099976,758.500000,741.000000,746.750000,746.750000,7876163
2021-07-23,749.000000,764.000000,740.099976,755.400024,755.400024,6604465
2021-07-26,754.000000,760.000000,745.000000,756.299988,756.299988,7890992
2021-07-27,750.500000,756.000000,729.099976,731.700012,731.700012,15441543
2021-07-28,734.799988,734.799988,712.099976,722.900024,722.900024,11102486
2021-07-29,720.000000,728.500000,716.000000,717.250000,717.250000,6855673
2021-07-30,718.049988,718.650024,707.150024,708.900024,708.900024,10358450
2021-08-02,715.000000,725.549988,712.000000,721.150024,721.150024,6823345
2021-08-03,724.000000,740.849976,719.299988,738.599976,738.599976,9265839
2021-08-04,740.500000,757.000000,738.650024,753.799988,753.799988,9744349
2021-08-05,753.000000,755.000000,743.500000,749.299988,749.299988,7246991
2021-08-06,747.000000,757.650024,738.799988,740.849976,740.849976,6522599
2021-08-09,741.000000,757.400024,739.750000,755.500000,755.500000,6064688
2021-08-10,755.500000,764.000000,755.000000,761.549988,761.549988,8309248
2021-08-11,765.000000,769.000000,752.500000,760.799988,760.799988,6429468
2021-08-12,759.000000,763.400024,753.349976,757.349976,757.349976,3572081
2021-08-13,757.500000,764.500000,754.200012,759.900024,759.900024,4239376
2021-08-16,756.000000,765.799988,756.000000,762.000000,762.000000,3967629
2021-08-17,759.000000,760.000000,749.299988,756.750000,756.750000,5576110
2021-08-18,763.799988,763.799988,750.500000,754.400024,754.400024,5370460
2021-08-20,745.799988,749.000000,736.200012,740.250000,740.250000,6092036
2021-08-23,749.500000,749.500000,734.400024,736.099976,736.099976,3614761
2021-08-24,736.000000,749.700012,731.500000,746.349976,746.349976,4537435
2021-08-25,748.200012,751.450012,735.200012,739.049988,739.049988,6726509
2021-08-26,734.099976,750.000000,732.349976,746.349976,746.349976,6492155
2021-08-27,746.500000,759.599976,741.000000,752.400024,752.400024,5841967
2021-08-30,756.000000,789.500000,754.000000,784.049988,784.049988,12517507
2021-08-31,784.900024,789.000000,778.400024,786.500000,786.500000,12114870
2021-09-01,798.099976,819.000000,795.400024,798.900024,798.900024,19972195
2021-09-02,795.500000,806.099976,792.400024,802.700012,802.700012,6799617
2021-09-03,804.500000,809.900024,787.700012,798.000000,798.000000,7509746
2021-09-06,800.849976,805.900024,795.349976,800.799988,800.799988,4539192
2021-09-07,798.000000,799.400024,782.049988,787.849976,787.849976,6926921
2021-09-08,790.000000,797.349976,783.000000,794.700012,794.700012,5903035
2021-09-09,789.000000,793.700012,784.200012,790.150024,790.150024,4909325
2021-09-13,786.000000,790.450012,783.500000,788.349976,788.349976,4814443
2021-09-14,791.000000,801.000000,790.000000,794.400024,794.400024,6301208
2021-09-15,796.000000,797.450012,787.000000,791.400024,791.400024,4075592
2021-09-16,792.500000,807.450012,789.099976,802.599976,802.599976,15446511
2021-09-17,808.849976,820.700012,797.250000,807.349976,807.349976,14641298
2021-09-20,800.000000,808.549988,791.500000,795.849976,795.849976,6306484
2021-09-21,795.250000,799.000000,772.299988,795.349976,795.349976,7833561
2021-09-22,792.500000,796.799988,786.000000,788.349976,788.349976,4359142
2021-09-23,794.349976,814.500000,792.549988,812.150024,812.150024,9043492
2021-09-24,812.549988,816.950012,795.099976,798.049988,798.049988,5184626
2021-09-27,802.900024,808.799988,792.799988,796.950012,796.950012,7715259
2021-09-28,802.000000,805.599976,778.000000,789.200012,789.200012,7369680
2021-09-29,783.000000,789.500000,778.500000,782.150024,782.150024,14241004
2021-09-30,779.900024,787.349976,764.849976,766.549988,766.549988,9178187
2021-10-01,763.400024,771.700012,754.000000,768.150024,768.150024,6089895
2021-10-04,771.099976,781.150024,770.299988,779.000000,779.000000,5845527
2021-10-05,774.400024,784.000000,771.200012,782.599976,782.599976,3945224
2021-10-06,782.250000,794.200012,776.000000,778.950012,778.950012,5092479
2021-10-07,790.000000,790.150024,774.099976,777.099976,777.099976,6622698
2021-10-08,781.900024,785.000000,776.000000,781.950012,781.950012,4295686
2021-10-11,782.000000,793.000000,779.000000,787.150024,787.150024,4417455
2021-10-12,788.000000,799.700012,785.450012,797.150024,797.150024,5098502
2021-10-13,799.950012,804.500000,793.200012,794.599976,794.599976,4381414
2021-10-14,799.000000,804.000000,788.000000,802.049988,802.049988,7157116
2021-10-18,820.000000,820.000000,802.049988,813.299988,813.299988,11014585
2021-10-19,820.000000,827.000000,798.500000,801.650024,801.650024,10633732
2021-10-20,800.599976,813.799988,792.000000,804.799988,804.799988,9023067
2021-10-21,807.950012,813.500000,792.299988,807.799988,807.799988,7405639
2021-10-22,812.000000,825.000000,806.799988,816.700012,816.700012,10646970
2021-10-25,830.099976,866.900024,825.450012,845.099976,845.099976,29193770
2021-10-26,848.400024,851.650024,823.500000,841.900024,841.900024,16771909
2021-10-27,840.000000,840.799988,785.650024,787.500000,787.500000,39606414
2021-10-28,787.500000,789.000000,754.650024,758.349976,758.349976,19320926
2021-10-29,762.000000,762.000000,714.000000,742.000000,742.000000,21343427
2021-11-01,755.000000,760.000000,740.000000,752.349976,752.349976,11694854
2021-11-02,752.500000,761.349976,748.049988,755.849976,755.849976,11812106
2021-11-03,759.450012,762.650024,748.500000,750.599976,750.599976,10529505
2021-11-04,757.000000,757.049988,751.400024,752.950012,752.950012,793433
2021-11-08,761.000000,761.000000,741.500000,751.049988,751.049988,13872770
2021-11-09,750.000000,753.950012,743.349976,745.049988,745.049988,12120207
2021-11-10,742.700012,753.349976,732.000000,749.349976,749.349976,10844883
2021-11-11,748.000000,748.000000,735.099976,738.049988,738.049988,6195359
2021-11-12,742.799988,742.799988,733.500000,736.049988,736.049988,9372897
2021-11-15,738.000000,744.000000,728.000000,733.250000,733.250000,12849161
2021-11-16,733.250000,733.299988,721.299988,726.150024,726.150024,8978763
2021-11-17,721.000000,724.900024,706.750000,712.349976,712.349976,18083445
2021-11-18,715.000000,716.000000,701.900024,706.349976,706.349976,13458109
2021-11-22,713.000000,713.000000,677.400024,686.400024,686.400024,16741079
2021-11-23,681.000000,692.650024,677.349976,685.650024,685.650024,16575348
2021-11-24,690.000000,695.099976,682.049988,685.150024,685.150024,11463429
2021-11-25,686.000000,687.000000,676.549988,679.900024,679.900024,9760486
2021-11-26,669.000000,674.900024,660.450012,661.750000,661.750000,10252753
2021-11-29,665.049988,665.450012,649.349976,651.099976,651.099976,12084376
2021-11-30,648.000000,677.450012,648.000000,655.650024,655.650024,24699809
2021-12-01,664.900024,681.400024,660.000000,679.599976,679.599976,16184200
2021-12-02,675.000000,678.799988,668.049988,676.099976,676.099976,8612601
2021-12-03,679.099976,687.349976,671.000000,673.000000,673.000000,9505985
2021-12-06,674.000000,678.750000,661.150024,663.099976,663.099976,8022785
2021-12-07,672.000000,691.549988,670.000000,687.000000,687.000000,15123987
2021-12-08,695.000000,701.549988,687.650024,697.099976,697.099976,11670826
2021-12-09,698.150024,699.900024,688.000000,693.950012,693.950012,7021395
2021-12-10,690.099976,691.950012,683.750000,688.049988,688.049988,5549743
2021-12-13,699.000000,711.900024,693.099976,704.000000,704.000000,13634563
2021-12-14,701.000000,714.000000,697.599976,710.900024,710.900024,8612512
2021-12-15,712.400024,720.000000,707.549988,712.500000,712.500000,7692888
2021-12-16,719.000000,721.950012,705.049988,709.650024,709.650024,7309187
2021-12-17,707.500000,708.000000,685.099976,688.900024,688.900024,7844705
2021-12-20,680.950012,681.849976,660.099976,674.349976,674.349976,9934646
2021-12-21,683.000000,683.000000,662.500000,665.849976,665.849976,10116104
2021-12-22,670.000000,676.849976,664.000000,669.349976,669.349976,7489534
2021-12-23,677.000000,684.500000,672.599976,678.799988,678.799988,6884683
2021-12-24,681.150024,682.000000,662.450012,667.500000,667.500000,6028893
2021-12-27,663.049988,674.599976,655.950012,672.150024,672.150024,6996729
2021-12-28,677.299988,680.849976,672.000000,675.450012,675.450012,4645547
2021-12-29,674.500000,679.599976,667.250000,670.500000,670.500000,3969894
2021-12-30,668.000000,673.099976,664.500000,668.849976,668.849976,5119705
2021-12-31,672.950012,686.500000,671.200012,678.549988,678.549988,5586980
2022-01-03,680.250000,698.500000,679.000000,696.349976,696.349976,8550860
2022-01-04,701.000000,711.049988,700.049988,709.150024,709.150024,9705906
2022-01-05,711.900024,730.900024,707.750000,726.900024,726.900024,11312955
2022-01-06,719.950012,733.500000,719.000000,730.299988,730.299988,7955578
2022-01-07,734.000000,740.900024,725.250000,730.599976,730.599976,10454143
2022-01-10,733.650024,744.000000,733.200012,742.799988,742.799988,9595787
2022-01-11,742.900024,747.049988,737.299988,743.250000,743.250000,7252279
2022-01-12,749.650024,751.450012,743.150024,746.849976,746.849976,5294563
2022-01-13,749.000000,749.000000,737.049988,740.700012,740.700012,5196538
2022-01-14,734.799988,735.950012,716.049988,721.700012,721.700012,16302342
2022-01-17,719.000000,720.599976,709.500000,712.650024,712.650024,19680557
2022-01-18,717.500000,735.900024,714.250000,725.200012,725.200012,24055886
2022-01-19,725.200012,731.950012,718.700012,729.599976,729.599976,7746270
2022-01-20,731.049988,737.150024,722.150024,728.900024,728.900024,8505400
2022-01-21,722.000000,725.250000,708.049988,712.500000,712.500000,10689060
2022-01-24,715.000000,716.400024,688.200012,704.599976,704.599976,8812501
2022-01-25,714.000000,755.000000,708.599976,752.200012,752.200012,38088158
2022-01-27,744.000000,777.000000,738.099976,773.849976,773.849976,34927774
2022-01-28,778.099976,784.700012,761.500000,764.700012,764.700012,17765524
2022-01-31,775.450012,777.799988,762.349976,773.049988,773.049988,12319200
2022-02-01,778.099976,793.900024,769.099976,781.900024,781.900024,15457534
2022-02-02,790.000000,805.900024,787.349976,804.099976,804.099976,13478899
2022-02-03,802.200012,811.900024,793.049988,799.549988,799.549988,10802708
2022-02-04,796.950012,804.500000,791.150024,798.549988,798.549988,10776387
2022-02-07,802.500000,803.599976,784.099976,789.599976,789.599976,10939179
2022-02-08,794.000000,801.000000,776.150024,798.549988,798.549988,12299104
